j-coordinate,Xzz
"(-3.0, 1.0, -1.0)",1.693758341845265e-05
"(3.0, -1.0, 1.0)",1.6937583418452662e-05
"(3.0, 1.0, -1.0)",1.6937583418452662e-05
"(-2.0, -1.0, 2.0)",0.0004073644218116314
"(-2.0, 2.0, -1.0)",0.0004073644218116317
"(-1.0, 1.0, -3.0)",6.782797107113764e-05
"(1.0, -1.0, 3.0)",6.782797107113769e-05
"(2.0, -2.0, 1.0)",0.0004073644218116318
"(2.0, 1.0, -2.0)",0.00040736442181163213
"(-1.0, -3.0, 1.0)",6.782797107113764e-05
"(1.0, 3.0, -1.0)",6.782797107113771e-05
"(-1.0, -2.0, 2.0)",-0.0004947219865785794
"(-1.0, 2.0, -2.0)",-0.0004947219865785795
"(1.0, -2.0, 2.0)",-0.0004947219865785793
"(1.0, 2.0, -2.0)",-0.0004947219865785794
"(-3.0, -4.0, -3.0)",0.00034916747574297946
"(-3.0, -3.0, -4.0)",0.00034916747574297946
"(3.0, 3.0, 4.0)",0.0003491674757429794
"(3.0, 4.0, 3.0)",0.0003491674757429794
"(0.0, -3.0, -3.0)",-0.00030165031009553973
"(0.0, 3.0, 3.0)",-0.00030165031009553973
"(-4.0, -3.0, -3.0)",-0.0001242829075004621
"(4.0, 3.0, 3.0)",-0.0001242829075004621
"(-1.0, -1.0, -4.0)",0.00014288139964192315
"(1.0, 1.0, 4.0)",0.00014288139964192313
"(-1.0, -4.0, -1.0)",0.00014288139964192315
"(1.0, 4.0, 1.0)",0.00014288139964192315
"(-1.0, 0.0, 3.0)",-5.914250168769447e-05
"(-1.0, 3.0, 0.0)",-5.914250168769447e-05
"(1.0, -3.0, 0.0)",-5.914250168769447e-05
"(1.0, 0.0, -3.0)",-5.9142501687694484e-05
"(-3.0, 0.0, -3.0)",4.460996568033759e-06
"(3.0, 0.0, 3.0)",4.460996568033759e-06
"(-3.0, -3.0, 0.0)",4.460996568033759e-06
"(3.0, 3.0, 0.0)",4.460996568033759e-06
"(-4.0, -1.0, -1.0)",-7.75954107194608e-07
"(4.0, 1.0, 1.0)",-7.75954107194608e-07
"(-3.0, 0.0, 1.0)",-0.0004728112767989708
"(-3.0, 1.0, 0.0)",-0.00047281127679897134
"(3.0, -1.0, 0.0)",-0.0004728112767989715
"(3.0, 0.0, -1.0)",-0.0004728112767989717
"(0.0, -1.0, 3.0)",0.00015310016688943197
"(0.0, 1.0, -3.0)",0.00015310016688943192
"(0.0, -3.0, 1.0)",0.00015310016688943192
"(0.0, 3.0, -1.0)",0.00015310016688943197
"(-1.0, -3.0, -4.0)",1.737787844872757e-05
"(1.0, 3.0, 4.0)",1.737787844872756e-05
"(-1.0, -4.0, -3.0)",1.737787844872757e-05
"(1.0, 4.0, 3.0)",1.7377878448727564e-05
"(-1.0, 2.0, 3.0)",3.993068979355061e-05
"(-1.0, 3.0, 2.0)",3.9930689793550606e-05
"(1.0, -3.0, -2.0)",3.993068979355064e-05
"(1.0, -2.0, -3.0)",3.993068979355064e-05
"(-3.0, -4.0, -1.0)",-0.00011081098738861657
"(-3.0, -1.0, -4.0)",-0.00011081098738861657
"(3.0, 1.0, 4.0)",-0.0001108109873886165
"(3.0, 4.0, 1.0)",-0.00011081098738861651
"(-4.0, -3.0, -1.0)",0.0001561999666158639
"(-4.0, -1.0, -3.0)",0.0001561999666158639
"(4.0, 1.0, 3.0)",0.00015619996661586383
"(4.0, 3.0, 1.0)",0.00015619996661586383
"(-3.0, 1.0, -2.0)",-8.399515382521594e-05
"(-2.0, 1.0, -3.0)",-5.840680993321175e-05
"(2.0, -1.0, 3.0)",-5.8406809933211735e-05
"(3.0, -1.0, 2.0)",-8.399515382521591e-05
"(-3.0, -2.0, 1.0)",-8.399515382521594e-05
"(-2.0, -3.0, 1.0)",-5.8406809933211756e-05
"(2.0, 3.0, -1.0)",-5.8406809933211735e-05
"(3.0, 2.0, -1.0)",-8.399515382521591e-05
"(-3.0, -4.0, -4.0)",-0.0008152155235330543
"(3.0, 4.0, 4.0)",-0.0008152155235330543
"(-4.0, -4.0, -3.0)",-0.0016879063756846252
"(-4.0, -3.0, -4.0)",-0.0016879063756846252
"(4.0, 3.0, 4.0)",-0.0016879063756846254
"(4.0, 4.0, 3.0)",-0.0016879063756846254
"(0.0, -1.0, -4.0)",1.3553216055899575e-05
"(0.0, 1.0, 4.0)",1.3553216055899568e-05
"(0.0, -4.0, -1.0)",1.3553216055899573e-05
"(0.0, 4.0, 1.0)",1.3553216055899571e-05
"(-1.0, -4.0, 0.0)",-0.0006989517613300665
"(-1.0, 0.0, -4.0)",-0.0006989517613300665
"(1.0, 0.0, 4.0)",-0.0006989517613300662
"(1.0, 4.0, 0.0)",-0.0006989517613300663
"(-3.0, 1.0, 1.0)",-1.3658377018260346e-05
"(3.0, -1.0, -1.0)",-1.3658377018260382e-05
"(-4.0, -1.0, 0.0)",-0.00022330490471978264
"(-4.0, 0.0, -1.0)",-0.0002233049047197827
"(4.0, 0.0, 1.0)",-0.00022330490471978264
"(4.0, 1.0, 0.0)",-0.00022330490471978264
"(-1.0, -1.0, 3.0)",-0.0001445809712620605
"(1.0, 1.0, -3.0)",-0.0001445809712620605
"(-1.0, 3.0, -1.0)",-0.00014458097126206047
"(1.0, -3.0, 1.0)",-0.0001445809712620605
"(-2.0, -4.0, -4.0)",-0.0006639632906759408
"(2.0, 4.0, 4.0)",-0.0006639632906759405
"(0.0, -4.0, -2.0)",-0.0006720860799484028
"(0.0, -2.0, -4.0)",-0.0006720860799484032
"(0.0, 2.0, 4.0)",-0.0006720860799484028
"(0.0, 4.0, 2.0)",-0.000672086079948403
"(-4.0, -4.0, -2.0)",-0.00011796054606300367
"(-4.0, -2.0, -4.0)",-0.00011796054606300367
"(4.0, 2.0, 4.0)",-0.00011796054606300363
"(4.0, 4.0, 2.0)",-0.00011796054606300363
"(-2.0, 2.0, 2.0)",-0.0014363546489919883
"(2.0, -2.0, -2.0)",-0.0014363546489919894
"(-2.0, -4.0, 0.0)",-0.0006656145251977375
"(-2.0, 0.0, -4.0)",-0.0006656145251977376
"(2.0, 0.0, 4.0)",-0.0006656145251977376
"(2.0, 4.0, 0.0)",-0.0006656145251977376
"(-4.0, -2.0, 0.0)",-0.0008152874558878341
"(-4.0, 0.0, -2.0)",-0.0008152874558878341
"(4.0, 0.0, 2.0)",-0.0008152874558878339
"(4.0, 2.0, 0.0)",-0.0008152874558878338
"(-2.0, -2.0, 2.0)",-0.0008414082941385698
"(-2.0, 2.0, -2.0)",-0.0008414082941385698
"(2.0, -2.0, 2.0)",-0.0008414082941385707
"(2.0, 2.0, -2.0)",-0.0008414082941385709
"(-4.0, -4.0, -4.0)",0.00045445264888020314
"(4.0, 4.0, 4.0)",0.00045445264888020314
"(0.0, -4.0, 0.0)",1.459118024884279e-05
"(0.0, 0.0, -4.0)",1.459118024884279e-05
"(0.0, 0.0, 4.0)",1.4591180248842783e-05
"(0.0, 4.0, 0.0)",1.4591180248842783e-05
"(-4.0, 0.0, 0.0)",-0.0003789664467052957
"(4.0, 0.0, 0.0)",-0.00037896644670529564
"(-1.0, -4.0, -4.0)",-7.008024116230527e-05
"(1.0, 4.0, 4.0)",-7.008024116230527e-05
"(-3.0, -3.0, -5.0)",1.5971839618441887e-05
"(3.0, 3.0, 5.0)",1.5971839618441887e-05
"(-3.0, -5.0, -3.0)",1.5971839618441887e-05
"(3.0, 5.0, 3.0)",1.5971839618441887e-05
"(0.0, -3.0, -4.0)",5.83332278537586e-06
"(0.0, 3.0, 4.0)",5.833322785375864e-06
"(0.0, -4.0, -3.0)",5.833322785375861e-06
"(0.0, 4.0, 3.0)",5.833322785375865e-06
"(-2.0, -5.0, -2.0)",-4.83113786051533e-06
"(-2.0, -2.0, -5.0)",-4.83113786051533e-06
"(2.0, 2.0, 5.0)",-4.83113786051533e-06
"(2.0, 5.0, 2.0)",-4.83113786051533e-06
"(-1.0, 3.0, 3.0)",5.814191780634023e-05
"(1.0, -3.0, -3.0)",5.8141917806340264e-05
"(-5.0, -3.0, -3.0)",3.8351621413029526e-05
"(5.0, 3.0, 3.0)",3.835162141302952e-05
"(-4.0, -4.0, -1.0)",-0.00016038075881443808
"(-4.0, -1.0, -4.0)",-0.00016038075881443805
"(4.0, 1.0, 4.0)",-0.00016038075881443805
"(4.0, 4.0, 1.0)",-0.00016038075881443802
"(-5.0, -2.0, -2.0)",-2.9939985211815625e-05
"(5.0, 2.0, 2.0)",-2.9939985211815625e-05
"(-3.0, -4.0, 0.0)",-0.00015116784793731169
"(-3.0, 0.0, -4.0)",-0.00015116784793731169
"(3.0, 0.0, 4.0)",-0.00015116784793731166
"(3.0, 4.0, 0.0)",-0.00015116784793731166
"(-2.0, 0.0, 3.0)",0.00010980183235076606
"(-2.0, 3.0, 0.0)",0.00010980183235076606
"(2.0, -3.0, 0.0)",0.0001098018323507661
"(2.0, 0.0, -3.0)",0.00010980183235076615
"(-4.0, 0.0, -3.0)",6.989313274909456e-05
"(4.0, 0.0, 3.0)",6.989313274909454e-05
"(-4.0, -3.0, 0.0)",6.989313274909456e-05
"(4.0, 3.0, 0.0)",6.989313274909454e-05
"(-3.0, 0.0, 2.0)",0.000271737855407371
"(-3.0, 2.0, 0.0)",0.000271737855407371
"(3.0, -2.0, 0.0)",0.00027173785540737127
"(3.0, 0.0, -2.0)",0.0002717378554073714
"(-3.0, 1.0, -3.0)",1.4235336303089227e-07
"(3.0, -1.0, 3.0)",1.4235336303089237e-07
"(-3.0, -3.0, 1.0)",1.4235336303089224e-07
"(3.0, 3.0, -1.0)",1.4235336303089243e-07
"(0.0, -3.0, 2.0)",3.381774778253953e-05
