i;j;j-coordinate;N_k;Xzz
1;1;(5.0, 3.0, 3.0);291;3.162715e-05
1;1;(-4.0, -4.0, -1.0);283;-8.63305e-05
1;1;(-4.0, -1.0, -4.0);283;-8.63305e-05
1;1;(4.0, 1.0, 4.0);283;-8.63305e-05
1;1;(4.0, 4.0, 1.0);283;-8.63305e-05
1;1;(-5.0, -2.0, -2.0);287;-2.53729e-05
1;1;(5.0, 2.0, 2.0);287;-2.53729e-05
1;1;(-3.0, -4.0, 0.0);283;-0.000107385
1;1;(-3.0, 0.0, -4.0);283;-0.000107385
1;1;(3.0, 0.0, 4.0);283;-0.000107385
1;1;(3.0, 4.0, 0.0);283;-0.000107385
1;1;(-2.0, 0.0, 3.0);283;5.7558e-05
1;1;(-2.0, 3.0, 0.0);283;5.7558e-05
1;1;(2.0, -3.0, 0.0);283;5.7558e-05
1;1;(2.0, 0.0, -3.0);283;5.7558e-05
1;1;(-4.0, 0.0, -3.0);283;5.0717e-05
1;1;(4.0, 0.0, 3.0);283;5.0717e-05
1;1;(-4.0, -3.0, 0.0);283;5.0717e-05
1;1;(4.0, 3.0, 0.0);283;5.0717e-05
1;1;(-3.0, 0.0, 2.0);285;0.0001222135
1;1;(-3.0, 2.0, 0.0);285;0.0001222135
1;1;(3.0, -2.0, 0.0);285;0.0001222135
1;1;(3.0, 0.0, -2.0);285;0.0001222135
1;1;(-3.0, 1.0, -3.0);283;6.85365e-08
1;1;(3.0, -1.0, 3.0);283;6.85365e-08
1;1;(-3.0, -3.0, 1.0);283;6.85365e-08
1;1;(3.0, 3.0, -1.0);283;6.85365e-08
1;1;(0.0, -3.0, 2.0);281;1.79558e-05
1;1;(0.0, -2.0, 3.0);281;1.79558e-05
1;1;(0.0, 2.0, -3.0);281;1.79558e-05
1;1;(0.0, 3.0, -2.0);281;1.79558e-05
1;1;(-2.0, -5.0, -3.0);281;2.988555e-05
1;1;(-2.0, -3.0, -5.0);281;2.988555e-05
1;1;(2.0, 3.0, 5.0);281;2.988555e-05
1;1;(2.0, 5.0, 3.0);281;2.988555e-05
1;1;(-3.0, -5.0, -2.0);279;-0.0001727795
1;1;(-3.0, -2.0, -5.0);279;-0.0001727795
1;1;(3.0, 2.0, 5.0);279;-0.0001727795
1;1;(3.0, 5.0, 2.0);279;-0.0001727795
1;1;(-5.0, -3.0, -2.0);283;-5.8506e-06
1;1;(-5.0, -2.0, -3.0);283;-5.8506e-06
1;1;(5.0, 2.0, 3.0);283;-5.8506e-06
1;1;(5.0, 3.0, 2.0);283;-5.8506e-06
1;1;(-2.0, 1.0, 3.0);279;0.000184642
1;1;(2.0, -1.0, -3.0);279;0.000184642
1;1;(-2.0, 3.0, 1.0);279;0.000184642
1;1;(2.0, -3.0, -1.0);279;0.000184642
1;1;(-3.0, -1.0, 2.0);277;-5.9028e-05
1;1;(-3.0, 2.0, -1.0);277;-5.9028e-05
1;1;(3.0, -2.0, 1.0);277;-5.9028e-05
1;1;(3.0, 1.0, -2.0);277;-5.9028e-05
1;1;(-1.0, -3.0, 2.0);275;-5.5394e-05
1;1;(-1.0, 2.0, -3.0);275;-5.5394e-05
1;1;(1.0, -2.0, 3.0);275;-5.5394e-05
1;1;(1.0, 3.0, -2.0);275;-5.5394e-05
1;1;(-3.0, -5.0, -4.0);277;-3.979035e-05
1;1;(-3.0, -4.0, -5.0);277;-3.979035e-05
1;1;(3.0, 4.0, 5.0);277;-3.979035e-05
1;1;(3.0, 5.0, 4.0);277;-3.979035e-05
1;1;(-4.0, -5.0, -3.0);273;3.05066e-05
1;1;(-4.0, -3.0, -5.0);273;3.05066e-05
1;1;(4.0, 3.0, 5.0);273;3.05066e-05
1;1;(4.0, 5.0, 3.0);273;3.05066e-05
1;1;(-5.0, -4.0, -3.0);273;0.000174201
1;1;(-5.0, -3.0, -4.0);273;0.000174201
1;1;(5.0, 3.0, 4.0);273;0.000174201
1;1;(5.0, 4.0, 3.0);273;0.000174201
1;1;(-1.0, -2.0, -5.0);265;-8.2582e-05
1;1;(1.0, 2.0, 5.0);265;-8.2582e-05
1;1;(-1.0, -5.0, -2.0);265;-8.2582e-05
1;1;(1.0, 5.0, 2.0);265;-8.2582e-05
1;1;(-2.0, -1.0, -5.0);265;1.24866e-05
1;1;(2.0, 1.0, 5.0);265;1.24866e-05
1;1;(-2.0, -5.0, -1.0);265;1.24866e-05
1;1;(2.0, 5.0, 1.0);265;1.24866e-05
1;1;(-1.0, 1.0, 4.0);265;0.0001003695
1;1;(1.0, -1.0, -4.0);265;0.0001003695
1;1;(-1.0, 4.0, 1.0);265;0.0001003695
1;1;(1.0, -4.0, -1.0);265;0.0001003695
1;1;(-3.0, 1.0, 2.0);269;-4.983495e-05
1;1;(-3.0, 2.0, 1.0);269;-4.983495e-05
