i;j;dx;dy;dz;χ⁰↑;χ⁰↓
1;1;-6.0;-4.0;-2.0;-0.000146506;-5.35985e-05
1;1;4.0;-6.0;2.0;-0.000146506;-5.35985e-05
1;1;-2.0;4.0;-6.0;-0.000146506;-5.35985e-05
1;1;6.0;-4.0;2.0;-0.000146506;-5.35985e-05
1;1;-6.0;4.0;-2.0;-0.000146506;-5.35985e-05
1;1;2.0;-4.0;6.0;-0.000146506;-5.35985e-05
1;1;-4.0;6.0;-2.0;-0.000146506;-5.35985e-05
1;1;6.0;4.0;2.0;-0.000146506;-5.35985e-05
1;1;6.0;2.0;4.0;-0.000146506;-5.35985e-05
1;1;-4.0;6.0;2.0;-0.000146506;-5.35985e-05
1;1;-4.0;2.0;6.0;-0.000146506;-5.35985e-05
1;1;4.0;2.0;6.0;-0.000146506;-5.35985e-05
1;1;2.0;6.0;4.0;-0.000146506;-5.35985e-05
1;1;2.0;4.0;6.0;-0.000146506;-5.35985e-05
1;1;-3.0;-5.0;-5.0;0.000817486;-0.000137463
1;1;-1.0;-3.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;1.0;-3.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;-7.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;1.0;-7.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;3.0;-5.0;-5.0;0.000817486;-0.000137463
1;1;-5.0;-3.0;-5.0;0.000817486;-0.000137463
1;1;-3.0;-1.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;-5.0;-3.0;0.000817486;-0.000137463
1;1;-3.0;-7.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;3.0;-1.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;5.0;-3.0;-5.0;0.000817486;-0.000137463
1;1;3.0;-7.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;5.0;-5.0;-3.0;0.000817486;-0.000137463
1;1;-3.0;1.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;3.0;1.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;-3.0;-7.0;1.0;-1.1308e-06;-4.96041e-05
1;1;3.0;-7.0;1.0;-1.1308e-06;-4.96041e-05
1;1;-7.0;-1.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;-7.0;-3.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;3.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;1.0;3.0;-7.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;-7.0;3.0;-1.1308e-06;-4.96041e-05
1;1;1.0;-7.0;3.0;-1.1308e-06;-4.96041e-05
1;1;7.0;-1.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;7.0;-3.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;-7.0;1.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;3.0;-5.0;0.000817486;-0.000137463
1;1;-7.0;-3.0;1.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;-5.0;3.0;0.000817486;-0.000137463
1;1;5.0;3.0;-5.0;0.000817486;-0.000137463
1;1;7.0;1.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;5.0;-5.0;3.0;0.000817486;-0.000137463
1;1;7.0;-3.0;1.0;-1.1308e-06;-4.96041e-05
1;1;-3.0;5.0;-5.0;0.000817486;-0.000137463
1;1;3.0;5.0;-5.0;0.000817486;-0.000137463
1;1;-3.0;-5.0;5.0;0.000817486;-0.000137463
1;1;3.0;-5.0;5.0;0.000817486;-0.000137463
1;1;-7.0;3.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;5.0;-3.0;0.000817486;-0.000137463
1;1;-7.0;-1.0;3.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;-3.0;5.0;0.000817486;-0.000137463
1;1;5.0;5.0;-3.0;0.000817486;-0.000137463
1;1;7.0;3.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;5.0;-3.0;5.0;0.000817486;-0.000137463
1;1;7.0;-1.0;3.0;-1.1308e-06;-4.96041e-05
1;1;-7.0;3.0;1.0;-1.1308e-06;-4.96041e-05
1;1;-7.0;1.0;3.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;7.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;1.0;7.0;-3.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;-3.0;7.0;-1.1308e-06;-4.96041e-05
1;1;1.0;-3.0;7.0;-1.1308e-06;-4.96041e-05
1;1;7.0;3.0;1.0;-1.1308e-06;-4.96041e-05
1;1;7.0;1.0;3.0;-1.1308e-06;-4.96041e-05
1;1;-3.0;7.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;3.0;7.0;-1.0;-1.1308e-06;-4.96041e-05
1;1;-3.0;-1.0;7.0;-1.1308e-06;-4.96041e-05
1;1;3.0;-1.0;7.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;5.0;3.0;0.000817486;-0.000137463
1;1;-3.0;7.0;1.0;-1.1308e-06;-4.96041e-05
1;1;-5.0;3.0;5.0;0.000817486;-0.000137463
1;1;-3.0;1.0;7.0;-1.1308e-06;-4.96041e-05
1;1;3.0;7.0;1.0;-1.1308e-06;-4.96041e-05
1;1;5.0;5.0;3.0;0.000817486;-0.000137463
1;1;3.0;1.0;7.0;-1.1308e-06;-4.96041e-05
1;1;5.0;3.0;5.0;0.000817486;-0.000137463
1;1;-3.0;5.0;5.0;0.000817486;-0.000137463
1;1;-1.0;7.0;3.0;-1.1308e-06;-4.96041e-05
1;1;1.0;7.0;3.0;-1.1308e-06;-4.96041e-05
1;1;-1.0;3.0;7.0;-1.1308e-06;-4.96041e-05
1;1;1.0;3.0;7.0;-1.1308e-06;-4.96041e-05
1;1;3.0;5.0;5.0;0.000817486;-0.000137463
1;1;0.0;0.0;-8.0;-0.00329093;0.000499256
1;1;0.0;-8.0;0.0;-0.00329093;0.000499256
1;1;-8.0;0.0;0.0;-0.00329093;0.000499256
1;1;8.0;0.0;0.0;-0.00329093;0.000499256
1;1;0.0;8.0;0.0;-0.00329093;0.000499256
1;1;0.0;0.0;8.0;-0.00329093;0.000499256
1;1;-3.0;3.0;-7.0;-0.000165249;0.000196401
1;1;3.0;3.0;-7.0;-0.000165249;0.000196401
1;1;-3.0;-3.0;7.0;-0.000165249;0.000196401
1;1;3.0;-3.0;7.0;-0.000165249;0.000196401
1;1;-3.0;-3.0;-7.0;-0.000165249;0.000196401
1;1;-3.0;-7.0;-3.0;-0.000165249;0.000196401
1;1;3.0;-3.0;-7.0;-0.000165249;0.000196401
1;1;3.0;-7.0;-3.0;-0.000165249;0.000196401
1;1;-7.0;-3.0;-3.0;-0.000165249;0.000196401
1;1;7.0;-3.0;-3.0;-0.000165249;0.000196401
1;1;-3.0;-7.0;3.0;-0.000165249;0.000196401
1;1;3.0;-7.0;3.0;-0.000165249;0.000196401
1;1;-7.0;3.0;-3.0;-0.000165249;0.000196401
1;1;-7.0;-3.0;3.0;-0.000165249;0.000196401
1;1;7.0;3.0;-3.0;-0.000165249;0.000196401
1;1;7.0;-3.0;3.0;-0.000165249;0.000196401
1;1;-3.0;7.0;-3.0;-0.000165249;0.000196401
1;1;3.0;7.0;-3.0;-0.000165249;0.000196401
1;1;-7.0;3.0;3.0;-0.000165249;0.000196401
1;1;7.0;3.0;3.0;-0.000165249;0.000196401
1;1;-3.0;7.0;3.0;-0.000165249;0.000196401
1;1;-3.0;3.0;7.0;-0.000165249;0.000196401
1;1;3.0;7.0;3.0;-0.000165249;0.000196401
1;1;3.0;3.0;7.0;-0.000165249;0.000196401
1;1;-4.0;-4.0;-6.0;-0.000640079;-1.40091e-05
1;1;0.0;-2.0;-8.0;-6.44307e-05;-5.41081e-05
1;1;0.0;-8.0;-2.0;-6.44307e-05;-5.41081e-05
1;1;4.0;-4.0;-6.0;-0.000640079;-1.40091e-05
1;1;-6.0;-4.0;-4.0;-0.000640079;-1.40091e-05
1;1;-2.0;0.0;-8.0;-6.44307e-05;-5.41081e-05
1;1;2.0;-0.0;-8.0;-6.44307e-05;-5.41081e-05
1;1;-2.0;-8.0;-0.0;-6.44307e-05;-5.41081e-05
1;1;2.0;-8.0;0.0;-6.44307e-05;-5.41081e-05
1;1;6.0;-4.0;-4.0;-0.000640079;-1.40091e-05
1;1;-0.0;2.0;-8.0;-6.44307e-05;-5.41081e-05
1;1;0.0;-8.0;2.0;-6.44307e-05;-5.41081e-05
1;1;-8.0;0.0;-2.0;-6.44307e-05;-5.41081e-05
1;1;-4.0;4.0;-6.0;-0.000640079;-1.40091e-05
1;1;-8.0;-2.0;-0.0;-6.44307e-05;-5.41081e-05
1;1;4.0;4.0;-6.0;-0.000640079;-1.40091e-05
1;1;-4.0;-6.0;4.0;-0.000640079;-1.40091e-05
1;1;8.0;0.0;-2.0;-6.44307e-05;-5.41081e-05
1;1;8.0;-2.0;-0.0;-6.44307e-05;-5.41081e-05
1;1;-6.0;4.0;-4.0;-0.000640079;-1.40091e-05
1;1;-6.0;-4.0;4.0;-0.000640079;-1.40091e-05
1;1;6.0;4.0;-4.0;-0.000640079;-1.40091e-05
1;1;6.0;-4.0;4.0;-0.000640079;-1.40091e-05
1;1;-8.0;2.0;0.0;-6.44307e-05;-5.41081e-05
1;1;-8.0;0.0;2.0;-6.44307e-05;-5.41081e-05
1;1;4.0;6.0;-4.0;-0.000640079;-1.40091e-05
1;1;-4.0;-4.0;6.0;-0.000640079;-1.40091e-05
1;1;8.0;2.0;0.0;-6.44307e-05;-5.41081e-05
1;1;4.0;-4.0;6.0;-0.000640079;-1.40091e-05
1;1;8.0;0.0;2.0;-6.44307e-05;-5.41081e-05
1;1;0.0;8.0;-2.0;-6.44307e-05;-5.41081e-05
1;1;0.0;-2.0;8.0;-6.44307e-05;-5.41081e-05
1;1;-6.0;4.0;4.0;-0.000640079;-1.40091e-05
1;1;-2.0;8.0;-0.0;-6.44307e-05;-5.41081e-05
1;1;2.0;8.0;0.0;-6.44307e-05;-5.41081e-05
1;1;-2.0;0.0;8.0;-6.44307e-05;-5.41081e-05
1;1;2.0;-0.0;8.0;-6.44307e-05;-5.41081e-05
1;1;6.0;4.0;4.0;-0.000640079;-1.40091e-05
1;1;-4.0;4.0;6.0;-0.000640079;-1.40091e-05
1;1;0.0;8.0;2.0;-6.44307e-05;-5.41081e-05
1;1;-0.0;2.0;8.0;-6.44307e-05;-5.41081e-05
1;1;4.0;4.0;6.0;-0.000640079;-1.40091e-05
1;1;-4.0;-6.0;-4.0;-0.000640079;-1.40091e-05
1;1;4.0;-6.0;-4.0;-0.000640079;-1.40091e-05
1;1;4.0;-6.0;4.0;-0.000640079;-1.40091e-05
1;1;-4.0;6.0;-4.0;-0.000640079;-1.40091e-05
1;1;-4.0;6.0;4.0;-0.000640079;-1.40091e-05
1;1;4.0;6.0;4.0;-0.000640079;-1.40091e-05
1;1;-0.0;-6.0;-6.0;0.000187176;2.46672e-06
1;1;-2.0;-2.0;-8.0;-0.000223164;-4.07965e-05
1;1;-2.0;-8.0;-2.0;-0.000223164;-4.07965e-05
1;1;2.0;2.0;-8.0;-0.000223164;-4.07965e-05
1;1;6.0;0.0;-6.0;0.000187176;2.46672e-06
1;1;6.0;-6.0;0.0;0.000187176;2.46672e-06
1;1;-8.0;-2.0;-2.0;-0.000223164;-4.07965e-05
1;1;0.0;6.0;-6.0;0.000187176;2.46672e-06
1;1;-0.0;-6.0;6.0;0.000187176;2.46672e-06
1;1;8.0;2.0;2.0;-0.000223164;-4.07965e-05
1;1;-6.0;6.0;0.0;0.000187176;2.46672e-06
1;1;-6.0;-0.0;6.0;0.000187176;2.46672e-06
1;1;-2.0;-2.0;8.0;-0.000223164;-4.07965e-05
1;1;2.0;8.0;2.0;-0.000223164;-4.07965e-05
1;1;2.0;2.0;8.0;-0.000223164;-4.07965e-05
1;1;0.0;6.0;6.0;0.000187176;2.46672e-06
1;1;2.0;-2.0;-8.0;-0.000223164;-4.07965e-05
1;1;2.0;-8.0;-2.0;-0.000223164;-4.07965e-05
1;1;-6.0;-0.0;-6.0;0.000187176;2.46672e-06
1;1;-2.0;2.0;-8.0;-0.000223164;-4.07965e-05
1;1;-6.0;-6.0;0.0;0.000187176;2.46672e-06
1;1;-2.0;-8.0;2.0;-0.000223164;-4.07965e-05
1;1;2.0;-8.0;2.0;-0.000223164;-4.07965e-05
1;1;8.0;-2.0;-2.0;-0.000223164;-4.07965e-05
1;1;-8.0;2.0;-2.0;-0.000223164;-4.07965e-05
1;1;-8.0;-2.0;2.0;-0.000223164;-4.07965e-05
1;1;8.0;2.0;-2.0;-0.000223164;-4.07965e-05
1;1;8.0;-2.0;2.0;-0.000223164;-4.07965e-05
1;1;-8.0;2.0;2.0;-0.000223164;-4.07965e-05
1;1;-2.0;8.0;-2.0;-0.000223164;-4.07965e-05
1;1;2.0;8.0;-2.0;-0.000223164;-4.07965e-05
1;1;6.0;6.0;-0.0;0.000187176;2.46672e-06
1;1;2.0;-2.0;8.0;-0.000223164;-4.07965e-05
1;1;6.0;0.0;6.0;0.000187176;2.46672e-06
1;1;-2.0;8.0;2.0;-0.000223164;-4.07965e-05
1;1;-2.0;2.0;8.0;-0.000223164;-4.07965e-05
1;1;-1.0;-5.0;-7.0;2.08532e-05;-3.94264e-05
1;1;-1.0;-7.0;-5.0;2.08532e-05;-3.94264e-05
1;1;1.0;-5.0;-7.0;2.08532e-05;-3.94264e-05
1;1;1.0;-7.0;-5.0;2.08532e-05;-3.94264e-05
1;1;5.0;-1.0;-7.0;2.08532e-05;-3.94264e-05
1;1;5.0;-7.0;-1.0;2.08532e-05;-3.94264e-05
1;1;-7.0;-1.0;-5.0;2.08532e-05;-3.94264e-05
1;1;-7.0;-5.0;-1.0;2.08532e-05;-3.94264e-05
1;1;5.0;1.0;-7.0;2.08532e-05;-3.94264e-05
1;1;5.0;-7.0;1.0;2.08532e-05;-3.94264e-05
1;1;7.0;-5.0;-1.0;2.08532e-05;-3.94264e-05
1;1;7.0;-5.0;1.0;2.08532e-05;-3.94264e-05
1;1;-1.0;5.0;-7.0;2.08532e-05;-3.94264e-05
1;1;1.0;-5.0;7.0;2.08532e-05;-3.94264e-05
1;1;-7.0;5.0;-1.0;2.08532e-05;-3.94264e-05
1;1;-7.0;5.0;1.0;2.08532e-05;-3.94264e-05
1;1;-5.0;7.0;-1.0;2.08532e-05;-3.94264e-05
1;1;-5.0;-1.0;7.0;2.08532e-05;-3.94264e-05
1;1;7.0;5.0;1.0;2.08532e-05;-3.94264e-05
1;1;7.0;1.0;5.0;2.08532e-05;-3.94264e-05
1;1;-5.0;7.0;1.0;2.08532e-05;-3.94264e-05
1;1;-5.0;1.0;7.0;2.08532e-05;-3.94264e-05
1;1;-1.0;7.0;5.0;2.08532e-05;-3.94264e-05
1;1;-1.0;5.0;7.0;2.08532e-05;-3.94264e-05
1;1;1.0;7.0;5.0;2.08532e-05;-3.94264e-05
1;1;1.0;5.0;7.0;2.08532e-05;-3.94264e-05
1;1;-5.0;-5.0;-5.0;-0.00154268;-2.29579e-05
1;1;5.0;-5.0;-5.0;-0.00154268;-2.29579e-05
1;1;-5.0;-7.0;-1.0;2.08532e-05;-3.94264e-05
1;1;-5.0;1.0;-7.0;2.08532e-05;-3.94264e-05
1;1;-5.0;-7.0;1.0;2.08532e-05;-3.94264e-05
1;1;7.0;-1.0;-5.0;2.08532e-05;-3.94264e-05
1;1;-7.0;1.0;-5.0;2.08532e-05;-3.94264e-05
1;1;-7.0;-5.0;1.0;2.08532e-05;-3.94264e-05
1;1;7.0;1.0;-5.0;2.08532e-05;-3.94264e-05
1;1;1.0;5.0;-7.0;2.08532e-05;-3.94264e-05
1;1;-1.0;-7.0;5.0;2.08532e-05;-3.94264e-05
1;1;1.0;-7.0;5.0;2.08532e-05;-3.94264e-05
1;1;-5.0;5.0;-5.0;-0.00154268;-2.29579e-05
1;1;-5.0;-5.0;5.0;-0.00154268;-2.29579e-05
1;1;5.0;5.0;-5.0;-0.00154268;-2.29579e-05
1;1;5.0;-5.0;5.0;-0.00154268;-2.29579e-05
1;1;-1.0;7.0;-5.0;2.08532e-05;-3.94264e-05
1;1;1.0;7.0;-5.0;2.08532e-05;-3.94264e-05
1;1;-1.0;-5.0;7.0;2.08532e-05;-3.94264e-05
1;1;-7.0;-1.0;5.0;2.08532e-05;-3.94264e-05
1;1;7.0;5.0;-1.0;2.08532e-05;-3.94264e-05
1;1;7.0;-1.0;5.0;2.08532e-05;-3.94264e-05
1;1;-7.0;1.0;5.0;2.08532e-05;-3.94264e-05
1;1;5.0;7.0;-1.0;2.08532e-05;-3.94264e-05
1;1;5.0;-1.0;7.0;2.08532e-05;-3.94264e-05
1;1;5.0;7.0;1.0;2.08532e-05;-3.94264e-05
1;1;-5.0;5.0;5.0;-0.00154268;-2.29579e-05
1;1;5.0;5.0;5.0;-0.00154268;-2.29579e-05
1;1;-5.0;-1.0;-7.0;2.08532e-05;-3.94264e-05
1;1;5.0;1.0;7.0;2.08532e-05;-3.94264e-05
1;1;-2.0;-6.0;-6.0;8.97043e-05;1.19216e-05
1;1;2.0;-6.0;-6.0;8.97043e-05;1.19216e-05
1;1;-6.0;-6.0;-2.0;8.97043e-05;1.19216e-05
1;1;6.0;-2.0;-6.0;8.97043e-05;1.19216e-05
1;1;6.0;-6.0;-2.0;8.97043e-05;1.19216e-05
1;1;-6.0;2.0;-6.0;8.97043e-05;1.19216e-05
1;1;-6.0;-6.0;2.0;8.97043e-05;1.19216e-05
1;1;6.0;2.0;-6.0;8.97043e-05;1.19216e-05
1;1;6.0;-6.0;2.0;8.97043e-05;1.19216e-05
1;1;-2.0;6.0;-6.0;8.97043e-05;1.19216e-05
1;1;2.0;6.0;-6.0;8.97043e-05;1.19216e-05
1;1;-2.0;-6.0;6.0;8.97043e-05;1.19216e-05
1;1;2.0;-6.0;6.0;8.97043e-05;1.19216e-05
1;1;-6.0;6.0;-2.0;8.97043e-05;1.19216e-05
1;1;-6.0;-2.0;6.0;8.97043e-05;1.19216e-05
1;1;6.0;6.0;-2.0;8.97043e-05;1.19216e-05
1;1;6.0;-2.0;6.0;8.97043e-05;1.19216e-05
1;1;-6.0;6.0;2.0;8.97043e-05;1.19216e-05
1;1;-6.0;2.0;6.0;8.97043e-05;1.19216e-05
1;1;6.0;6.0;2.0;8.97043e-05;1.19216e-05
1;1;-2.0;6.0;6.0;8.97043e-05;1.19216e-05
1;1;2.0;6.0;6.0;8.97043e-05;1.19216e-05
1;1;-6.0;-2.0;-6.0;8.97043e-05;1.19216e-05
1;1;6.0;2.0;6.0;8.97043e-05;1.19216e-05
1;1;-0.0;-4.0;-8.0;0.000329944;4.32374e-05
1;1;-0.0;-8.0;-4.0;0.000329944;4.32374e-05
1;1;-4.0;-0.0;-8.0;0.000329944;4.32374e-05
1;1;-4.0;-8.0;0.0;0.000329944;4.32374e-05
1;1;4.0;0.0;-8.0;0.000329944;4.32374e-05
1;1;4.0;-8.0;0.0;0.000329944;4.32374e-05
1;1;-8.0;-0.0;-4.0;0.000329944;4.32374e-05
1;1;-8.0;-4.0;0.0;0.000329944;4.32374e-05
1;1;0.0;4.0;-8.0;0.000329944;4.32374e-05
1;1;0.0;-8.0;4.0;0.000329944;4.32374e-05
1;1;8.0;0.0;-4.0;0.000329944;4.32374e-05
1;1;8.0;-4.0;0.0;0.000329944;4.32374e-05
1;1;-8.0;4.0;0.0;0.000329944;4.32374e-05
1;1;-8.0;0.0;4.0;0.000329944;4.32374e-05
1;1;0.0;8.0;-4.0;0.000329944;4.32374e-05
1;1;0.0;-4.0;8.0;0.000329944;4.32374e-05
1;1;8.0;4.0;-0.0;0.000329944;4.32374e-05
1;1;8.0;0.0;4.0;0.000329944;4.32374e-05
1;1;-4.0;8.0;0.0;0.000329944;4.32374e-05
1;1;-4.0;0.0;8.0;0.000329944;4.32374e-05
1;1;4.0;8.0;-0.0;0.000329944;4.32374e-05
1;1;4.0;0.0;8.0;0.000329944;4.32374e-05
1;1;0.0;8.0;4.0;0.000329944;4.32374e-05
1;1;0.0;4.0;8.0;0.000329944;4.32374e-05
1;1;-3.0;-5.0;-7.0;9.43751e-05;-0.000177875
1;1;3.0;-5.0;-7.0;9.43751e-05;-0.000177875
1;1;3.0;-7.0;-5.0;9.43751e-05;-0.000177875
1;1;7.0;-5.0;-3.0;9.43751e-05;-0.000177875
1;1;5.0;-7.0;3.0;9.43751e-05;-0.000177875
1;1;7.0;-5.0;3.0;9.43751e-05;-0.000177875
1;1;-7.0;5.0;-3.0;9.43751e-05;-0.000177875
1;1;-5.0;7.0;-3.0;9.43751e-05;-0.000177875
1;1;-7.0;5.0;3.0;9.43751e-05;-0.000177875
1;1;-3.0;7.0;5.0;9.43751e-05;-0.000177875
1;1;-3.0;5.0;7.0;9.43751e-05;-0.000177875
1;1;3.0;5.0;7.0;9.43751e-05;-0.000177875
1;1;-3.0;-7.0;-5.0;9.43751e-05;-0.000177875
1;1;-1.0;-1.0;-9.0;0.000333602;1.66749e-05
1;1;-5.0;-7.0;-3.0;9.43751e-05;-0.000177875
1;1;1.0;-1.0;-9.0;0.000333602;1.66749e-05
1;1;-7.0;-3.0;-5.0;9.43751e-05;-0.000177875
1;1;-7.0;-5.0;-3.0;9.43751e-05;-0.000177875
1;1;-1.0;1.0;-9.0;0.000333602;1.66749e-05
1;1;1.0;1.0;-9.0;0.000333602;1.66749e-05
1;1;7.0;-3.0;-5.0;9.43751e-05;-0.000177875
1;1;-5.0;3.0;-7.0;9.43751e-05;-0.000177875
1;1;-5.0;-7.0;3.0;9.43751e-05;-0.000177875
1;1;5.0;3.0;-7.0;9.43751e-05;-0.000177875
1;1;-7.0;3.0;-5.0;9.43751e-05;-0.000177875
1;1;-3.0;5.0;-7.0;9.43751e-05;-0.000177875
1;1;-7.0;-5.0;3.0;9.43751e-05;-0.000177875
1;1;3.0;5.0;-7.0;9.43751e-05;-0.000177875
1;1;-3.0;-7.0;5.0;9.43751e-05;-0.000177875
1;1;7.0;3.0;-5.0;9.43751e-05;-0.000177875
1;1;3.0;-7.0;5.0;9.43751e-05;-0.000177875
1;1;-3.0;7.0;-5.0;9.43751e-05;-0.000177875
1;1;-7.0;-3.0;5.0;9.43751e-05;-0.000177875
1;1;3.0;7.0;-5.0;9.43751e-05;-0.000177875
1;1;-3.0;-5.0;7.0;9.43751e-05;-0.000177875
1;1;7.0;5.0;-3.0;9.43751e-05;-0.000177875
1;1;3.0;-5.0;7.0;9.43751e-05;-0.000177875
1;1;7.0;-3.0;5.0;9.43751e-05;-0.000177875
1;1;-5.0;-3.0;7.0;9.43751e-05;-0.000177875
1;1;5.0;7.0;-3.0;9.43751e-05;-0.000177875
1;1;5.0;-3.0;7.0;9.43751e-05;-0.000177875
1;1;-7.0;3.0;5.0;9.43751e-05;-0.000177875
1;1;-1.0;-1.0;9.0;0.000333602;1.66749e-05
1;1;1.0;-1.0;9.0;0.000333602;1.66749e-05
1;1;7.0;5.0;3.0;9.43751e-05;-0.000177875
1;1;7.0;3.0;5.0;9.43751e-05;-0.000177875
1;1;-1.0;1.0;9.0;0.000333602;1.66749e-05
1;1;5.0;7.0;3.0;9.43751e-05;-0.000177875
1;1;1.0;1.0;9.0;0.000333602;1.66749e-05
1;1;3.0;7.0;5.0;9.43751e-05;-0.000177875
1;1;-5.0;-3.0;-7.0;9.43751e-05;-0.000177875
1;1;-1.0;-9.0;-1.0;0.000333602;1.66749e-05
1;1;5.0;-3.0;-7.0;9.43751e-05;-0.000177875
1;1;1.0;-9.0;-1.0;0.000333602;1.66749e-05
1;1;5.0;-7.0;-3.0;9.43751e-05;-0.000177875
1;1;-1.0;-9.0;1.0;0.000333602;1.66749e-05
1;1;1.0;-9.0;1.0;0.000333602;1.66749e-05
1;1;-9.0;-1.0;-1.0;0.000333602;1.66749e-05
1;1;9.0;-1.0;-1.0;0.000333602;1.66749e-05
1;1;-9.0;1.0;-1.0;0.000333602;1.66749e-05
1;1;-9.0;-1.0;1.0;0.000333602;1.66749e-05
1;1;9.0;1.0;-1.0;0.000333602;1.66749e-05
1;1;9.0;-1.0;1.0;0.000333602;1.66749e-05
1;1;-9.0;1.0;1.0;0.000333602;1.66749e-05
1;1;9.0;1.0;1.0;0.000333602;1.66749e-05
1;1;-1.0;9.0;-1.0;0.000333602;1.66749e-05
1;1;1.0;9.0;-1.0;0.000333602;1.66749e-05
1;1;-5.0;7.0;3.0;9.43751e-05;-0.000177875
1;1;-1.0;9.0;1.0;0.000333602;1.66749e-05
1;1;-5.0;3.0;7.0;9.43751e-05;-0.000177875
1;1;1.0;9.0;1.0;0.000333602;1.66749e-05
1;1;5.0;3.0;7.0;9.43751e-05;-0.000177875
1;1;-2.0;-8.0;-4.0;2.9412e-05;-1.55774e-06
1;1;2.0;-4.0;-8.0;2.9412e-05;-1.55774e-06
1;1;2.0;-8.0;-4.0;2.9412e-05;-1.55774e-06
1;1;4.0;-8.0;2.0;2.9412e-05;-1.55774e-06
1;1;8.0;-4.0;-2.0;2.9412e-05;-1.55774e-06
1;1;8.0;-4.0;2.0;2.9412e-05;-1.55774e-06
1;1;-8.0;4.0;-2.0;2.9412e-05;-1.55774e-06
1;1;-8.0;4.0;2.0;2.9412e-05;-1.55774e-06
1;1;-4.0;8.0;-2.0;2.9412e-05;-1.55774e-06
1;1;-2.0;8.0;4.0;2.9412e-05;-1.55774e-06
1;1;-2.0;4.0;8.0;2.9412e-05;-1.55774e-06
1;1;2.0;8.0;4.0;2.9412e-05;-1.55774e-06
1;1;-2.0;-4.0;-8.0;2.9412e-05;-1.55774e-06
1;1;-4.0;-8.0;-2.0;2.9412e-05;-1.55774e-06
1;1;4.0;-2.0;-8.0;2.9412e-05;-1.55774e-06
1;1;4.0;-8.0;-2.0;2.9412e-05;-1.55774e-06
1;1;-8.0;-2.0;-4.0;2.9412e-05;-1.55774e-06
1;1;-4.0;2.0;-8.0;2.9412e-05;-1.55774e-06
1;1;-8.0;-4.0;-2.0;2.9412e-05;-1.55774e-06
1;1;4.0;2.0;-8.0;2.9412e-05;-1.55774e-06
1;1;-4.0;-8.0;2.0;2.9412e-05;-1.55774e-06
1;1;8.0;-2.0;-4.0;2.9412e-05;-1.55774e-06
1;1;-2.0;4.0;-8.0;2.9412e-05;-1.55774e-06
1;1;2.0;4.0;-8.0;2.9412e-05;-1.55774e-06
1;1;-2.0;-8.0;4.0;2.9412e-05;-1.55774e-06
1;1;2.0;-8.0;4.0;2.9412e-05;-1.55774e-06
1;1;-8.0;2.0;-4.0;2.9412e-05;-1.55774e-06
1;1;-8.0;-4.0;2.0;2.9412e-05;-1.55774e-06
1;1;8.0;2.0;-4.0;2.9412e-05;-1.55774e-06
1;1;-8.0;-2.0;4.0;2.9412e-05;-1.55774e-06
1;1;8.0;4.0;-2.0;2.9412e-05;-1.55774e-06
1;1;8.0;-2.0;4.0;2.9412e-05;-1.55774e-06
1;1;-2.0;8.0;-4.0;2.9412e-05;-1.55774e-06
1;1;2.0;8.0;-4.0;2.9412e-05;-1.55774e-06
1;1;-2.0;-4.0;8.0;2.9412e-05;-1.55774e-06
1;1;2.0;-4.0;8.0;2.9412e-05;-1.55774e-06
1;1;-8.0;2.0;4.0;2.9412e-05;-1.55774e-06
1;1;4.0;8.0;-2.0;2.9412e-05;-1.55774e-06
1;1;-4.0;-2.0;8.0;2.9412e-05;-1.55774e-06
1;1;8.0;4.0;2.0;2.9412e-05;-1.55774e-06
1;1;4.0;-2.0;8.0;2.9412e-05;-1.55774e-06
1;1;8.0;2.0;4.0;2.9412e-05;-1.55774e-06
1;1;-4.0;8.0;2.0;2.9412e-05;-1.55774e-06
1;1;-4.0;2.0;8.0;2.9412e-05;-1.55774e-06
